,ARTIST,SONG,FORM,LANGUAGE,YEAR,DECADE,VIEWS YOUTUBE,DATE & HOUR,GROUP HOUR,SHOW,NEWS SERVICE,STATION
929,Lady Antebellum,Need you now,Band,EN,2009,2000,,2021-07-12 02:53:00,2,Playlist,1,Renascença
930,Abba,Mamma mia,Band,EN,1975,1970,,2021-07-12 02:56:00,2,Playlist,1,Renascença
931,Xutos & Pontapés,Homem do leme,Band,PT,1985,1980,,2021-07-12 03:04:00,3,Playlist,1,Renascença
932,Robbie Williams,Feel,Artist Male,EN,2002,2000,,2021-07-12 03:08:00,3,Playlist,1,Renascença
933,Peter Gabriel,Solsbury Hill,Artist Male,EN,1977,1970,,2021-07-12 03:12:00,3,Playlist,1,Renascença
934,Amor Electro,Cai neve em Nova Iorque,Band,PT,2020,2020,,2021-07-12 03:16:00,3,Playlist,1,Renascença
935,Vaya Con Dios,What's a woman,Band,EN,1990,1990,,2021-07-12 03:20:00,3,Playlist,1,Renascença
936,Police,Every breath you take,Band,EN,1983,1980,,2021-07-12 03:24:00,3,Playlist,1,Renascença
937,Aurea,I didn't mean it,Artist Female,PT,2016,2010,,2021-07-12 03:27:00,3,Playlist,1,Renascença
938,Sia,Cheap trills,Artist Female,EN,2016,2010,,2021-07-12 03:31:00,3,Playlist,1,Renascença
939,Bárbara Tinoco,A fugir de ser,Artist Female,PT,2020,2020,,2021-07-12 03:34:00,3,Playlist,1,Renascença
940,Queen,Crazy little thing called love,Band,EN,1979,1990,,2021-07-12 03:39:00,3,Playlist,1,Renascença
941,GNR,Asas Eléctricas,Band,PT,2000,2000,,2021-07-12 03:42:00,3,Playlist,1,Renascença
942,Leann Rimes,Can't fight the moonlight,Artist Female,EN,2000,2000,,2021-07-12 03:46:00,3,Playlist,1,Renascença
943,Santos & Pecadores,Não voltarei a ser fiel,Band,PT,1995,1990,,2021-07-12 03:50:00,3,Playlist,1,Renascença
944,Goo Goo Dolls,Iris,Band,EN,1998,1990,,2021-07-12 03:53:00,3,Playlist,1,Renascença
945,Mr Mister,Broken Wings,Band,EN,1985,1980,,2021-07-12 03:57:00,3,Playlist,1,Renascença
946,Bryan Adams,Straight from the Heart,Artist Male,EN,1983,1980,56713962.0,2021-07-12 04:05:00,4,Playlist,1,Renascença
947,Anjos,Eterno,Band,PT,2021,2020,,2021-07-12 04:09:00,4,Playlist,1,Renascença
948,New Radicals,You get what you give,Band,EN,1998,1990,,2021-07-12 04:12:00,4,Playlist,1,Renascença
949,Bon Jovi,Never say goodbye,Band,EN,1986,1980,,2021-07-12 04:16:00,4,Playlist,1,Renascença
950,João Pedro Pais,Ninguém é de ninguém,Artist Male,PT,1997,1990,1718788.0,2021-07-12 04:20:00,4,Playlist,1,Renascença
951,Bruno Mars,Locked out of heaven,Artist Male,EN,2012,2010,,2021-07-12 04:23:00,4,Playlist,1,Renascença
952,Eurythmics,Sweet dreams (are made of this),Band,EN,1983,1980,,2021-07-12 04:27:00,4,Playlist,1,Renascença
953,Miguel Araújo,A incrível história de gabriela de jesus,Artist Male,PT,2021,2020,,2021-07-12 04:31:00,4,Playlist,1,Renascença
954,Coldplay,Speed of sound,Band,EN,2005,2000,,2021-07-12 04:35:00,4,Playlist,1,Renascença
955,André Sardet,Foi feitiço,Artist Male,PT,2002,2000,691850.0,2021-07-12 04:44:00,4,Playlist,1,Renascença
956,Rod Stewart,Have i told you lately,Artist Male,EN,1991,1990,,2021-07-12 04:47:00,4,Playlist,1,Renascença
957,The Black Mamba,Love is on my side,Band,PT,2021,2020,,2021-07-12 04:51:00,4,Playlist,1,Renascença
958,Whitesnake,Is this love,Band,EN,1987,1980,,2021-07-12 04:54:00,4,Playlist,1,Renascença
959,Pedro Abrunhosa,Tudo o que eu te dou,Artist Male,PT,1994,1990,,2021-07-12 04:58:00,4,Playlist,1,Renascença
960,Diogo Piçarra,Tu e eu,Artist Male,PT,2015,2010,20936367.0,2021-07-12 05:04:00,5,Playlist,1,Renascença
961,Lighthouse Family,I wish i knew how it would to be free/one,Band,EN,2001,2000,,2021-07-12 05:08:00,5,Playlist,1,Renascença
962,Simple Minds,Don't you (forget about me),Band,EN,1985,1980,,2021-07-12 05:12:00,5,Playlist,1,Renascença
963,Matias Damásio,O nosso beijo,Artist Male,PT,2021,2020,,2021-07-12 05:16:00,5,Playlist,1,Renascença
964,Shania Twain,Man i feel like a woman,Artist Female,EN,1998,1990,261684070.0,2021-07-12 05:20:00,5,Playlist,1,Renascença
965,Pet Shop Boys,Always on my mind,Band,EN,1987,1980,,2021-07-12 05:24:00,5,Playlist,1,Renascença
966,Zélia Duncan,Catedral,Artist Female,PT,1994,1990,,2021-07-12 05:27:00,5,Playlist,1,Renascença
967,Maroon 5 ft. Kendrick Lamar,Don't wanna know,Colab,EN,2017,2010,,2021-07-12 05:32:00,5,Playlist,1,Renascença
968,Miguel Gameiro,É preciso,Artist Male,PT,2020,2020,,2021-07-12 05:36:00,5,Playlist,1,Renascença
969,Bob Marley,One love,Artist Male,EN,1977,1970,,2021-07-12 05:40:00,5,Playlist,1,Renascença
970,Rádio Macau,Amanhã é sempre longe demais,Band,PT,1989,1980,,2021-07-12 05:43:00,5,Playlist,1,Renascença
971,Xutos & Pontapés,Homem do leme,Band,PT,1985,1980,,2021-07-12 05:47:00,5,Playlist,1,Renascença
972,Ivete Sangalo,Se eu não te amasse tanto assim,Artist Female,PT,1999,1990,,2021-07-12 05:51:00,5,Playlist,1,Renascença
973,Michael Bolton,When a man loves a woman,Artist Male,EN,1991,1990,,2021-07-12 05:55:00,5,Playlist,1,Renascença
974,Lionel Richie,Say you say me,Artist Male,EN,1986,1980,,2021-07-12 06:04:00,6,Playlist,1,Renascença
975,Dengaz ft. Matay,Dizer que não,Colab,PT,2015,2010,,2021-07-12 06:07:00,6,Playlist,1,Renascença
976,U2,Beautiful day,Band,EN,2000,2000,,2021-07-12 06:12:00,6,Playlist,1,Renascença
977,Kenny Loggins,Footloose,Artist Male,EN,1984,1980,,2021-07-12 06:15:00,6,Playlist,1,Renascença
978,Syro,Perto de mim,Artist Male,PT,2020,2020,,2021-07-12 06:23:00,6,Playlist,1,Renascença
979,Shawn Mendes,In my blood,Artist Male,EN,2018,2010,,2021-07-12 06:27:00,6,Playlist,1,Renascença
980,Anastacia,Left outside alone,Artist Female,EN,2004,2000,66263694.0,2021-07-12 06:34:00,6,Playlist,1,Renascença
981,Amor Electro,Juntos somos mais fortes,Band,PT,2018,2010,,2021-07-12 06:40:00,6,Playlist,1,Renascença
982,Tracey Chapman,Fast Car,Artist Female,EN,1988,1980,,2021-07-12 06:54:00,6,Playlist,1,Renascença
983,Seal,Crazy,Artist Male,EN,1991,1990,,2021-07-12 07:13:00,7,As Três da Manhã,1,Renascença
984,The Calling,Wherever you will go,Band,EN,2001,2000,455027572.0,2021-07-12 07:17:00,7,As Três da Manhã,1,Renascença
985,António Zambujo,Lote b,Artist Male,PT,2021,2020,705891.0,2021-07-12 07:25:00,7,As Três da Manhã,1,Renascença
986,Christina Perri,Jar of hearts,Artist Female,EN,2011,2010,,2021-07-12 07:35:00,7,As Três da Manhã,1,Renascença
987,Elton John,Sacrifice,Artist Male,EN,1989,1980,,2021-07-12 07:43:00,7,As Três da Manhã,1,Renascença
988,Clã,Sopro do coração,Band,PT,2000,2000,,2021-07-12 07:52:00,7,As Três da Manhã,1,Renascença
989,Cyndi Lauper,Time after time,Artist Female,EN,1983,1980,,2021-07-12 08:11:00,8,As Três da Manhã,1,Renascença
990,António Variações,Estou além,Artist Male,PT,1983,1980,,2021-07-12 08:27:00,8,As Três da Manhã,1,Renascença
991,Tina Turner,The best,Artist Female,EN,1991,1990,94264852.0,2021-07-12 08:39:00,8,As Três da Manhã,1,Renascença
992,Soul Asylum,Runaway train,Band,EN,1993,1990,,2021-07-12 08:46:00,8,As Três da Manhã,1,Renascença
993,Kelly Clarkson,Because of you,Artist Female,EN,2004,2000,426138769.0,2021-07-12 08:50:00,8,As Três da Manhã,1,Renascença
994,Rolling Stones,Start me up,Band,EN,1981,1980,,2021-07-12 08:54:00,8,As Três da Manhã,1,Renascença
995,All 4 One,I swear,Band,EN,1994,1990,,2021-07-12 09:12:00,9,As Três da Manhã,1,Renascença
996,Mika,Grace Kelly,Artist Male,EN,2007,2000,,2021-07-12 09:20:00,9,As Três da Manhã,1,Renascença
997,The Housemartins,Caravan of love,Band,EN,1986,1980,,2021-07-12 09:28:00,9,As Três da Manhã,1,Renascença
998,Bruce Springsteen,Glory Days,Artist Male,EN,1984,1980,,2021-07-12 09:38:00,9,As Três da Manhã,1,Renascença
999,Ragnbone Man,Human,Artist Male,EN,2016,2010,,2021-07-12 09:47:00,9,As Três da Manhã,1,Renascença
1000,Vanessa da Mata ft. Ben Harper,"Boa sorte, good luck",Colab,PT,2007,2000,20157422.0,2021-07-12 09:51:00,9,As Três da Manhã,1,Renascença
1001,Abba,The winner takes it all,Band,EN,1980,1980,102302159.0,2021-07-12 10:05:00,10,Playlist,1,Renascença
1002,Xutos & Pontapés,À minha maneira,Band,PT,1988,1980,,2021-07-12 10:10:00,10,Playlist,1,Renascença
1003,Daniel Powter,Bad day,Artist Male,EN,2005,2000,,2021-07-12 10:14:00,10,Playlist,1,Renascença
1004,Huey Lewis & The News,The power of love,Band,EN,1985,1980,,2021-07-12 10:20:00,10,Playlist,1,Renascença
1005,Fugees,Killing me softly,Band,EN,1995,1990,,2021-07-12 10:24:00,10,Playlist,1,Renascença
1006,Nena,Portas do sol,Artist Female,PT,2020,2020,,2021-07-12 10:27:00,10,Playlist,1,Renascença
1007,Status Quo,In the army now,Band,PT,1986,1980,,2021-07-12 10:32:00,10,Playlist,1,Renascença
1008,Miguel Gameiro,Dá-me um abraço,Artist Male,EN,2010,2010,2440397.0,2021-07-12 10:36:00,10,Playlist,1,Renascença
1009,Whitney Houston,I will always love you,Artist Female,EN,1992,1990,,2021-07-12 10:40:00,10,Playlist,1,Renascença
1010,Soft Cell,Tainted love,Band,EN,1981,1980,31982660.0,2021-07-12 10:44:00,10,Playlist,1,Renascença
1011,Imagine Dragons,Whatever it takes,Band,EN,2017,2010,764293712.0,2021-07-12 10:47:00,10,Playlist,1,Renascença
1012,Pedro Abrunhosa,Para os braços da minha mãe,Artist Male,PT,2013,2010,,2021-07-12 10:50:00,10,Playlist,1,Renascença
1013,Bryan Ferry,Slave to love,Artist Male,EN,1985,1980,,2021-07-12 10:53:00,10,Playlist,1,Renascença
1014,Extreme,More than words,Band,EN,1990,1990,,2021-07-12 11:05:00,11,Playlist,1,Renascença
1015,U2,With or without you,Band,EN,1987,1980,,2021-07-12 11:12:00,11,Playlist,1,Renascença
1016,Trovante,125 azul,Band,PT,1987,1980,994471.0,2021-07-12 11:15:00,11,Playlist,1,Renascença
1017,Simply Red,Holding back the years,Band,EN,1985,1980,,2021-07-12 11:23:00,11,Playlist,1,Renascença
1018,António Zambujo,O pica do 7,Artist Male,PT,2014,2010,,2021-07-12 11:27:00,11,Playlist,1,Renascença
1019,Lauren Daigle,You say,Artist Female,EN,2018,2010,,2021-07-12 11:30:00,11,Playlist,1,Renascença
1020,Beyonce,Halo,Artist Female,EN,2009,2000,,2021-07-12 11:34:00,11,Playlist,1,Renascença
1021,Bon Jovi,You give love a bad name,Band,EN,1986,1980,,2021-07-12 11:38:00,11,Playlist,1,Renascença
1022,Mariza,Mãe,Artist Female,PT,2021,2020,,2021-07-12 11:42:00,11,Playlist,1,Renascença
1023,Richard Marx,Hazard,Artist Male,EN,1991,1990,,2021-07-12 11:46:00,11,Playlist,1,Renascença
1024,Carolina Deslandes,A vida toda,Artist Female,PT,2018,2010,11661331.0,2021-07-12 11:50:00,11,Playlist,1,Renascença
1025,Queen,Love of my life,Band,EN,1975,1970,,2021-07-12 11:54:00,11,Playlist,1,Renascença
1026,Michael Jackson,Thriller,Artist Male,EN,1982,1980,772071976.0,2021-07-12 12:07:00,12,Playlist,1,Renascença
1027,HMB ft. Rui Veloso,Lembra-te de mim,Colab,PT,2021,2020,,2021-07-12 12:11:00,12,Playlist,1,Renascença
1028,Dean Lewis,Be alright,Artist Male,EN,2019,2010,,2021-07-12 12:16:00,12,Playlist,1,Renascença
1029,Phil Collins,You can't hurry love,Artist Male,EN,1982,1980,,2021-07-12 12:22:00,12,Playlist,1,Renascença
1030,GNR,Dunas,Band,PT,1985,1980,,2021-07-12 12:26:00,12,Playlist,1,Renascença
1031,Talk Talk,It's my life,Band,EN,1984,1980,,2021-07-12 12:29:00,12,Playlist,1,Renascença
1032,Doce,Amanhã de manhã,Band,PT,1980,1980,,2021-07-12 12:38:00,12,Playlist,1,Renascença
1033,Supertramp,Give a little bit,Band,EN,1977,1970,,2021-07-12 12:41:00,12,Playlist,1,Renascença
1034,UB40,Red red wine,Band,EN,1983,1980,156423334.0,2021-07-12 13:18:00,13,Playlist,1,Renascença
1035,Sara Correia,Chegou tão tarde,Artist Female,PT,2020,2020,,2021-07-12 13:21:00,13,Playlist,1,Renascença
1036,Inner Circle,Sweat,Band,EN,1992,1990,,2021-07-12 13:27:00,13,Playlist,1,Renascença
1037,Tribalistas,Velha infância,Band,PT,2002,2000,2606370.0,2021-07-12 13:30:00,13,Playlist,1,Renascença
1038,Orchestral Manouveurs in the Dark,Enola gay,Band,EN,1980,1980,37033502.0,2021-07-12 13:33:00,13,Playlist,1,Renascença
1039,Dengaz ft. Seu Jorge,Para sempre,Colab,PT,2015,2010,,2021-07-12 13:37:00,13,Playlist,1,Renascença
1040,Jason Mraz,I'm yours,Artist Male,EN,2008,2000,634106095.0,2021-07-12 13:40:00,13,Playlist,1,Renascença
1041,Nuno Ribeiro,Tarde demais,Artist Male,PT,2020,2020,,2021-07-12 13:44:00,13,Playlist,1,Renascença
1042,Desree,Life,Artist Female,EN,1998,1990,,2021-07-12 13:47:00,13,Playlist,1,Renascença
1043,Kim Carnes,Bette davis eyes,Artist Female,EN,1981,1980,89039133.0,2021-07-12 13:50:00,13,Playlist,1,Renascença
1044,Daft Punk ft. Pharrell Williams,Get lucky,Colab,EN,2013,2010,,2021-07-12 13:55:00,13,Playlist,1,Renascença
1045,Simply Red,Holding back the years,Band,EN,1985,1980,,2021-07-12 14:05:00,14,Playlist,1,Renascença
1046,Ana Vitória ft. Diogo Piçarra,Trevo,Colab,PT,2017,2010,,2021-07-12 14:09:00,14,Playlist,1,Renascença
1047,James,Sometimes,Band,EN,1993,1990,,2021-07-12 14:12:00,14,Playlist,1,Renascença
1048,Amor Electro,Cai neve em Nova Iorque,Band,PT,2020,2020,,2021-07-12 14:20:00,14,Playlist,1,Renascença
1049,Bryan Adams,Run to you,Artist Male,EN,1984,1980,53230822.0,2021-07-12 14:24:00,14,Playlist,1,Renascença
1050,Anjos,Tempo,Band,PT,2021,2020,3000701.0,2021-07-12 14:28:00,14,Playlist,1,Renascença
1051,Timbaland ft. One Republic,Apologize,Colab,EN,2007,2000,,2021-07-12 14:33:00,14,Playlist,1,Renascença
1052,Bárbara Tinoco,A fugir de ser,Artist Female,PT,2020,2020,,2021-07-12 14:37:00,14,Playlist,1,Renascença
1053,Faith No More,Easy,Band,EN,1990,1990,,2021-07-12 14:39:00,14,Playlist,1,Renascença
1054,Mariza,Ó gente da minha terra,Artist Female,PT,2001,2000,,2021-07-12 14:43:00,14,Playlist,1,Renascença
1055,Bobby McFerrin,Don't worry be happy,Artist Male,EN,1988,1980,,2021-07-12 14:47:00,14,Playlist,1,Renascença
1056,Raquel Tavares,Meu amor de longe,Artist Female,PT,2016,2010,,2021-07-12 14:50:00,14,Playlist,1,Renascença
1057,Adele,Hello,Artist Female,EN,2015,2010,2855507879.0,2021-07-12 14:54:00,14,Playlist,1,Renascença
1058,Jimmy Cliff,I can see clearly now,Artist Male,EN,1993,1990,,2021-07-12 15:05:00,15,Playlist,1,Renascença
1059,Miguel Araújo,A incrível história de gabriela de jesus,Artist Male,PT,2021,2020,,2021-07-12 15:09:00,15,Playlist,1,Renascença
1060,Joan Jet & The Blackhearts,I love rock n roll,Band,EN,1981,1980,,2021-07-12 15:12:00,15,Playlist,1,Renascença
1061,Rui Veloso,Não há estrelas no céu,Artist Male,PT,1990,1990,,2021-07-12 15:17:00,15,Playlist,1,Renascença
1062,Black Eyed Peas,I gotta feeling,Band,EN,2009,2000,,2021-07-12 15:21:00,15,Playlist,1,Renascença
1063,Tina Turner,What's love got to do with it,Artist Female,EN,1984,1980,,2021-07-12 15:24:00,15,Playlist,1,Renascença
1064,Paulo Gonzo,Dei-te quase tudo,Artist Male,PT,1997,1990,,2021-07-12 15:28:00,15,Playlist,1,Renascença
1065,Sinead O'Connor,Nothing compares 2u,Artist Female,EN,1990,1990,,2021-07-12 15:31:00,15,Playlist,1,Renascença
1066,Pedro Abrunhosa,Fazer o que ainda não foi feito,Artist Male,PT,2010,2010,,2021-07-12 15:36:00,15,Playlist,1,Renascença
1067,Miley Cyrus,Wrecking ball,Artist Female,EN,2013,2010,,2021-07-12 15:41:00,15,Playlist,1,Renascença
1068,Abba,Dancing queen,Band,EN,1976,1970,,2021-07-12 15:45:00,15,Playlist,1,Renascença
1069,HMB ft. Carminho,O amor é assim,Colab,PT,2016,2010,10987708.0,2021-07-12 15:49:00,15,Playlist,1,Renascença
1070,George Michael,Careless whisper,Artist Male,EN,1984,1980,,2021-07-12 15:52:00,15,Playlist,1,Renascença
1071,Toto,Africa,Band,EN,1982,1980,,2021-07-12 16:06:00,16,Turno da Tarde,1,Renascença
1072,Evanescence,My immortal,Band,EN,2003,2000,,2021-07-12 16:15:00,16,Turno da Tarde,1,Renascença
1073,A-Ha,Take on me,Band,EN,1985,1980,1307193196.0,2021-07-12 16:24:00,16,Turno da Tarde,1,Renascença
1074,Rádio Macau,O anzol,Band,PT,1987,1980,,2021-07-12 16:40:00,16,Turno da Tarde,1,Renascença
1075,Roxette,It must have been love,Band,EN,1990,1990,,2021-07-12 16:43:00,16,Turno da Tarde,1,Renascença
1076,Lukas Graham,Love someone,Artist Male,EN,2018,2010,,2021-07-12 16:53:00,16,Turno da Tarde,1,Renascença
1077,Elvis Costello,She,Artist Male,EN,1999,1990,,2021-07-12 17:12:00,17,Turno da Tarde,1,Renascença
1078,Rod Stewart,Da ya think i'm sexy,Artist Male,EN,1978,1970,,2021-07-12 17:18:00,17,Turno da Tarde,1,Renascença
1079,Matias Damásio,O nosso beijo,Artist Male,PT,2021,2020,,2021-07-12 17:26:00,17,Turno da Tarde,1,Renascença
1080,Pink Floyd,Another brick in the wall,Band,EN,1979,1970,,2021-07-12 17:35:00,17,Turno da Tarde,1,Renascença
1081,Os Azeitonas,Quem és tu miúda,Band,PT,2007,2000,,2021-07-12 17:41:00,17,Turno da Tarde,1,Renascença
1082,Bon Jovi,It's my life,Band,EN,2000,2000,,2021-07-12 17:46:00,17,Turno da Tarde,1,Renascença
1083,Wet Wet Wet,Love is all around,Band,EN,1994,1990,45482861.0,2021-07-12 17:50:00,17,Turno da Tarde,1,Renascença
1084,Fischer Z,So long,Band,EN,1980,1980,,2021-07-12 17:54:00,17,Turno da Tarde,1,Renascença
1085,Backstreet Boys,As long as you love me,Band,EN,1997,1990,,2021-07-12 18:31:00,18,Turno da Tarde,1,Renascença
1086,The Gift,Primavera,Band,PT,2011,2010,,2021-07-12 18:34:00,18,Turno da Tarde,1,Renascença
1087,Coldplay,Clocks,Band,EN,2002,2000,,2021-07-12 18:40:00,18,Turno da Tarde,1,Renascença
1088,Cock Robin,When your heart is weak,Band,EN,1985,1980,32109106.0,2021-07-12 18:47:00,18,Turno da Tarde,1,Renascença
1089,Radiohead,Creep,Band,EN,1993,1990,535874983.0,2021-07-12 18:52:00,18,Turno da Tarde,1,Renascença
1090,Seal,Stand by me,Artist Male,EN,2008,2000,,2021-07-12 18:56:00,18,Turno da Tarde,1,Renascença
1091,Joe Cocker,Unchain my heart,Artist Male,EN,1987,1980,,2021-07-12 19:12:00,19,Turno da Tarde,1,Renascença
1092,Adriana Calcanhoto,Fico assim sem você,Artist Female,PT,2004,2000,,2021-07-12 19:20:00,19,Turno da Tarde,1,Renascença
1093,Queen,Too much love will kill you,Band,EN,1988,1980,,2021-07-12 19:28:00,19,Turno da Tarde,1,Renascença
1094,Anastacia,Sick and tired,Artist Female,EN,2004,2000,,2021-07-12 19:47:00,19,Turno da Tarde,1,Renascença
1095,David Bowie,Let's dance,Artist Male,EN,1983,1980,20428966.0,2021-07-12 19:55:00,19,Turno da Tarde,1,Renascença
1096,Michael Jackson,Black or White,Artist Male,EN,1991,1990,,2021-07-12 20:04:00,20,Playlist,1,Renascença
1097,Pink,I don't believe you,Artist Female,EN,2008,2000,,2021-07-12 20:08:00,20,Playlist,1,Renascença
1098,Rick Astley,Never gonna give you up,Artist Male,EN,1987,1980,,2021-07-12 20:11:00,20,Playlist,1,Renascença
1099,Delfins,Sou como um rio,Band,PT,1995,1990,150879.0,2021-07-12 20:16:00,20,Playlist,1,Renascença
1100,Lionel Richie,Hello,Artist Male,EN,1983,1980,,2021-07-12 20:20:00,20,Playlist,1,Renascença
1101,Wiz Khalifa ft. Charlie Puth,See you again,Colab,EN,2015,2010,,2021-07-12 20:24:00,20,Playlist,1,Renascença
1102,Eros Ramazzotti,Cose della vita,Artist Male,IT,1993,1990,,2021-07-12 20:40:00,20,Playlist,1,Renascença
1103,António Zambujo,Lote b,Artist Male,PT,2021,2020,705891.0,2021-07-12 20:43:00,20,Playlist,1,Renascença
1104,Cat Stevens,Morning has broken,Artist Male,EN,1971,1970,,2021-07-12 20:50:00,20,Playlist,1,Renascença
1105,Xutos & Pontapés,Contentores,Band,PT,1987,1980,,2021-07-12 20:54:00,20,Playlist,1,Renascença
1106,Mike Oldfield ft. Maggie Reilly,Moonlight shadow,Colab,EN,1983,1980,,2021-07-12 21:06:00,21,Playlist,1,Renascença
1107,Nena,Portas do sol,Artist Female,PT,2020,2020,,2021-07-12 21:14:00,21,Playlist,1,Renascença
1108,Phil Collins,I wish it would rain now,Artist Male,EN,1989,1980,,2021-07-12 21:17:00,21,Playlist,1,Renascença
1109,Police,Message in a bottle,Band,EN,1979,1970,,2021-07-12 21:26:00,21,Playlist,1,Renascença
1110,Bon Jovi,Never say goodbye,Band,EN,1986,1980,,2021-07-12 23:30:00,23,Playlist,1,Renascença
1111,U2,Magnificent,Band,EN,2009,2000,,2021-07-12 23:50:00,23,Playlist,1,Renascença
1112,Limahl,Never ending Story,Artist Male,EN,1983,1980,,2021-07-12 23:53:00,23,Playlist,1,Renascença
