ARTIST,SONG,FORM,LANGUAGE,YEAR,DECADE,VIEWS YOUTUBE,DATE,HOUR,GROUP HOUR,SHOW,NEWS SERVICE,STATION
Rolling Stones,Start Me Up,Band,EN,1981,1980,,12-7-2021,06:36,6,Playlist,0,M80
Os Azeitonas,Anda comigo Ver os Aviões (live),Band,PT,2009,2000,,12-7-2021,06:39,6,Playlist,0,M80
Aztec Camera,Somewhere in My Heart,Band,EN,1987,1980,,12-7-2021,06:42,6,Playlist,0,M80
Expensive Soul,O Amor É Mágico,Band,PT,2010,2010,,12-7-2021,06:47,6,Playlist,0,M80
Silence 4,A little Respect,Band,PT,1998,1990,,12-7-2021,06:51,6,Playlist,0,M80
James Brown,I Got You (I Feel Good),Artist Male,EN,1975,1975,,12-7-2021,06:55,6,Playlist,0,M80
Erasure,Sometimes,Band,EN,1986,1980,,12-7-2021,06:59,6,Playlist,0,M80
Tribalistas,Já Sei Namorar,Band,PT,2002,2000,,12-7-2021,07:09,7,Manhãs da M80,1,M80
Phil Collins,Can't Stop Loving You,Artist Male,EN,2002,2000,,12-7-2021,07:12,7,Manhãs da M80,1,M80
Billy Idol,White Wedding,Artist Male,EN,1982,1980,,12-7-2021,07:16,7,Manhãs da M80,1,M80
Bryan Adams,Somebody,Artist Male,EN,1984,1980,,12-7-2021,07:20,7,Manhãs da M80,1,M80
Status Quo,In the Army Now,Band,EN,1986,1980,,12-7-2021,07:25,7,Manhãs da M80,1,M80
Santana,Corazón Espinado,Artist Male,ES,1999,1990,,12-7-2021,07:34,7,Manhãs da M80,1,M80
The Buggles,Video Killed the Radio Star,Band,EN,1981,1980,,12-7-2021,07:38,7,Manhãs da M80,1,M80
Daft Punk,One more Time,Band,EN,2000,2000,,12-7-2021,07:44,7,Manhãs da M80,1,M80
Joe Cocker,Unchain My Heart,Artist Male,EN,1987,1980,,12-7-2021,07:57,7,Manhãs da M80,1,M80
Stevie Wonder,Part Time Lover,Artist Male,EN,1985,1980,,12-7-2021,08:09,8,Manhãs da M80,1,M80
Justin Timberlake,Rock Your Body,Artist Male,EN,2002,2000,,12-7-2021,08:16,8,Manhãs da M80,1,M80
Red Hot Chili Peppers,Otherside,Band,EN,1999,1990,,12-7-2021,08:21,8,Manhãs da M80,1,M80
Pet Shop Boys,It's a Sin,Band,EN,1987,1980,,12-7-2021,08:28,8,Manhãs da M80,1,M80
Heróis do Mar,Amor,Band,PT,1982,1980,,12-7-2021,08:37,8,Manhãs da M80,1,M80
"Earth, Wind & Fire",September,Band,EN,1978,1970,,12-7-2021,08:42,8,Manhãs da M80,1,M80
The Pretenders,Back on the Chain Gang,Band,EN,1983,1980,,12-7-2021,08:48,8,Manhãs da M80,1,M80
Stranglers,Always the Sun,Band,EN,1986,1980,7752845,12-7-2021,08:54,8,Manhãs da M80,1,M80
Billy Joel,Uptown Girl,Artist Male,EN,1983,1980,,12-7-2021,08:58,8,Manhãs da M80,1,M80
Diana Ross,Upside Down,Artist Female,EN,1980,1980,,12-7-2021,09:10,9,Manhãs da M80,1,M80
The Communards,Don't Leave Me this Way,Band,EN,1986,1980,,12-7-2021,09:13,9,Manhãs da M80,1,M80
Bee Gees,Night Fever,Band,EN,1977,1970,,12-7-2021,09:22,9,Manhãs da M80,1,M80
GNR,Sub-16,Band,PT,1992,1990,107960,12-7-2021,09:40,9,Manhãs da M80,1,M80
Morcheeba,Rome Wasn't Built in a Day,Band,EN,2000,2000,,12-7-2021,09:44,9,Manhãs da M80,1,M80
Robbie Williams,Feel,Artist Male,EN,2002,2000,,12-7-2021,09:50,9,Manhãs da M80,1,M80
The Waterboys,The Whole of the Moon,Band,EN,1985,1980,,12-7-2021,09:53,9,Manhãs da M80,1,M80
Peter Andre,Mysterious Girl,Artist Male,EN,1995,1990,65814664,12-7-2021,09:57,9,Manhãs da M80,1,M80
Delfins,A Cor Azul,Band,PT,1996,1990,199695,12-7-2021,10:10,10,Manhãs da M80,1,M80
Ugly Kid Joe,Cats in the Craddle,Band,EN,1992,1990,,12-7-2021,10:14,10,Manhãs da M80,1,M80
Whitney Houston,I'm every Woman,Artist Female,EN,1992,1990,,12-7-2021,10:19,10,Manhãs da M80,1,M80
Snap!,The Power,Artist Male,EN,1990,1990,,12-7-2021,10:25,10,Manhãs da M80,1,M80
Jon Bon Jovi,Midnight in Chelsea,Artist Male,EN,1997,1990,,12-7-2021,10:33,10,Manhãs da M80,1,M80
Spin Doctors,Little Miss Can't Be Wrong,Band,EN,1991,1990,,12-7-2021,10:37,10,Manhãs da M80,1,M80
Oasis,Don't Look Back in Anger,Band,EN,1995,1990,,12-7-2021,10:42,10,Manhãs da M80,1,M80
Despe e Siga,Bué de Baldas,Band,PT,1994,1990,,12-7-2021,10:48,10,Manhãs da M80,1,M80
Vengaboys,Shalala Lala,Band,EN,2000,2000,,12-7-2021,10:52,10,Manhãs da M80,1,M80
Irene Cara,Flashdance... What a Feeling,Artist Female,EN,1983,1980,,12-7-2021,10:56,10,Manhãs da M80,1,M80
Blackout,Paixão,Band,PT,1995,1990,,12-7-2021,11:05,11,Playlist,1,M80
Savage Garden,To the Moon and Back,Band,EN,1997,1990,,12-7-2021,11:09,11,Playlist,1,M80
Starship,Nothing's Gonna Stop Us Now,Band,EN,1987,1980,,12-7-2021,11:12,11,Playlist,1,M80
Ritual Tejo,Saudade,Band,PT,1992,1990,,12-7-2021,11:19,11,Playlist,1,M80
Rod Stewart,Have I Told You Lately,Artist Male,EN,1991,1990,,12-7-2021,11:23,11,Playlist,1,M80
Philip Bailey ft. Phil Collins,Easy Lover,Colab,EN,1985,1980,,12-7-2021,11:27,11,Playlist,1,M80
Sétima Legião,Sete Mares,Band,PT,1987,1980,,12-7-2021,11:31,11,Playlist,1,M80
Police,Message in a Bottle,Band,EN,1979,1970,,12-7-2021,11:36,11,Playlist,1,M80
Alphaville,Forever Young,Band,EN,1984,1980,,12-7-2021,11:40,11,Playlist,1,M80
Xutos & Pontapés,Manhã Submersa,Band,PT,1997,1990,,12-7-2021,11:48,11,Playlist,1,M80
U2,Beautiful Day,Band,EN,2000,2000,,12-7-2021,11:51,11,Playlist,1,M80
Lionel Richie,Say You Say Me,Artist Male,EN,1986,1980,,12-7-2021,11:56,11,Playlist,1,M80
Ana Free,In My Place,Artist Female,PT,2009,2000,908497,12-7-2021,12:04,12,Playlist,1,M80
Counting Crows,Mr. Jones,Band,EN,1993,1990,,12-7-2021,12:08,12,Playlist,1,M80
Eurythmics,When Tomorrow Comes,Band,EN,1986,1980,,12-7-2021,12:13,12,Playlist,1,M80
Taxi,Chiclete,Band,PT,1981,1980,,12-7-2021,12:21,12,Playlist,1,M80
Skunk Anansie,You'll Follow Me Down,Band,EN,1999,1990,,12-7-2021,12:25,12,Playlist,1,M80
Orchestral Manoeuvres in the Dark,Enola Gay,Band,EN,1980,1980,37033502,12-7-2021,12:29,12,Playlist,1,M80
Amor Electro,Rosa Sangue,Band,PT,2011,2010,,12-7-2021,12:33,12,Playlist,1,M80
Queen,Love of My Life (live),Band,EN,1975,1970,,12-7-2021,12:36,12,Playlist,1,M80
Bryan Adams,Summer of 69,Artist Male,EN,1984,1980,,12-7-2021,12:40,12,Playlist,1,M80
Pedro Abrunhosa,Lua,Artist Male,PT,1994,1990,,12-7-2021,12:47,12,Playlist,1,M80
Mika,"Relax, Take It Easy",Artist Male,EN,2007,2000,,12-7-2021,12:51,12,Playlist,1,M80
Billy Idol,Eyes without a Face,Artist Male,EN,1983,1980,,12-7-2021,12:55,12,Playlist,1,M80
Seu Jorge,Amiga da Minha Mulher,Artist Male,PT,2011,2010,,12-7-2021,13:04,13,Playlist,1,M80
Michael Bolton,When a Man Loves a Woman,Artist Male,EN,1991,1990,,12-7-2021,13:09,13,Playlist,1,M80
Fire Inc.,Nowhere Fast,Band,EN,1984,1980,1625571,12-7-2021,13:13,13,Playlist,1,M80
Rita Lee,Lança Perfume,Artist Female,PT,1980,1980,,12-7-2021,13:20,13,Playlist,1,M80
Aerosmith,I Don't Want to Miss a Thing,Band,EN,1998,1990,,12-7-2021,13:26,13,Playlist,1,M80
Climie Fisher,Love Changes (Everything),Band,EN,1987,1980,,12-7-2021,13:31,13,Playlist,1,M80
Anjos,Ficarei,Band,PT,1999,1990,,12-7-2021,13:35,13,Playlist,1,M80
Blondie,Heart of Glass,Band,EN,1978,1970,,12-7-2021,13:39,13,Playlist,1,M80
Crowded House,Don't Dream It's Over,Band,EN,1986,1980,,12-7-2021,13:42,13,Playlist,1,M80
Susana Félix,Um Lugar Encantado,Artist Female,PT,1999,1990,21693,12-7-2021,13:50,13,Playlist,1,M80
Reamonn,Star,Band,EN,2003,2000,,12-7-2021,13:53,13,Playlist,1,M80
Frankie Goes to Hollywood,The Power of Love,Band,EN,1984,1980,,12-7-2021,13:57,13,Playlist,1,M80
Vanessa da Mata,Não Me Deixe Só,Artist Female,PT,2002,2000,,12-7-2021,14:05,14,Playlist,1,M80
Sting,If I ever Lose My Faith in You,Band,EN,1993,1990,,12-7-2021,14:11,14,Playlist,1,M80
U2,I still Haven't Found what I'm Looking For,Band,EN,1987,1980,102657131,12-7-2021,14:14,14,Playlist,1,M80
Amália Hoje,Foi Deus,Band,PT,2009,2000,,12-7-2021,14:20,14,Playlist,1,M80
Roxette,It Must Have Been Love,Band,EN,1990,1990,,12-7-2021,14:24,14,Playlist,1,M80
Prince,Kiss,Artist Male,EN,1986,1980,50832964,12-7-2021,14:29,14,Playlist,1,M80
Resistência,Circo de Feras,Band,PT,1991,1990,,12-7-2021,14:33,14,Playlist,1,M80
Rod Stewart,I Don't Want to Talk about It,Artist Male,EN,1975,1970,,12-7-2021,14:37,14,Playlist,1,M80
Laura Branigan,Self Control,Artist Female,EN,1984,1980,,12-7-2021,14:40,14,Playlist,1,M80
Fingertips,Melancholic Ballad (For the Leftlovers),Band,PT,2003,2000,,12-7-2021,14:47,14,Playlist,1,M80
Keane,Somewhere only We Know,Band,EN,2004,2000,,12-7-2021,14:51,14,Playlist,1,M80
LeAnn Rimes,Can't Fight the Moonlight,Artist Female,EN,2000,2000,,12-7-2021,14:55,14,Playlist,1,M80
Midnight Oil,Beds Are Burning,Band,EN,1987,1980,,12-7-2021,14:59,14,Playlist,1,M80
Manuela Moura Guedes,"Foram Cardos, Foram Prosas",Artist Female,PT,1981,1980,,12-7-2021,15:06,15,Playlist,1,M80
Annie Lennox,A Whiter Shade of Pale,Artist Female,EN,1995,1990,,12-7-2021,15:10,15,Playlist,1,M80
Bryan Adams,Heaven,Artist Male,EN,1984,1980,,12-7-2021,15:13,15,Playlist,1,M80
GNR,Las Vagas,Band,PT,1994,1990,,12-7-2021,15:22,15,Playlist,1,M80
Alannah Myles,Black Velvet,Artist Female,EN,1989,1980,,12-7-2021,15:26,15,Playlist,1,M80
Bee Gees,You Win Again,Band,EN,1987,1980,,12-7-2021,15:30,15,Playlist,1,M80
Entre Aspas,Voltas,Band,PT,1993,1990,,12-7-2021,15:34,15,Playlist,1,M80
Queen,We Will Rock You,Band,EN,1977,1970,,12-7-2021,15:38,15,Playlist,1,M80
Phil Collins,Against all Odds,Artist Male,EN,1981,1980,,12-7-2021,15:42,15,Playlist,1,M80
Alcoolémia,Não Sei se Mereço,Band,PT,1995,1990,,12-7-2021,15:46,15,Playlist,1,M80
Maroon 5,This Love,Band,EN,2002,2000,,12-7-2021,15:49,15,Playlist,1,M80
The Cure,Just Like Heaven,Band,EN,1987,1980,,12-7-2021,15:54,15,Playlist,1,M80
F.R. David,Words,Artist Male,EN,1982,1980,,12-7-2021,15:57,15,Playlist,1,M80
Marisa Monte,Beija Eu,Artist Female,PT,1991,1990,,12-7-2021,16:06,16,Playlist,1,M80
Eros Ramazzotti,Più Bella Cosa,Artist Male,IT,1996,1990,,12-7-2021,16:10,16,Playlist,1,M80
Guns n' Roses,Sweet Child O' Mine,Band,EN,1987,1980,1270001134,12-7-2021,16:13,16,Playlist,1,M80
Ricardo Azevedo,Pequeno T2,Artist Male,PT,2009,2000,,12-7-2021,16:21,16,Playlist,1,M80
Puff Daddy,I'll Be Missing You,Artist Male,EN,1997,1990,44930072,12-7-2021,16:25,16,Playlist,1,M80
Heart,Alone,Band,EN,1987,1980,,12-7-2021,16:28,16,Playlist,1,M80
Rita Lee,Baila Comigo,Artist Female,PT,1980,1980,,12-7-2021,16:32,16,Playlist,1,M80
ABBA,Mamma Mia,Band,EN,1975,1970,,12-7-2021,16:35,16,Playlist,1,M80
Bonnie Tyler,Holding Out for a Hero,Artist Female,EN,1984,1980,,12-7-2021,16:39,16,Playlist,1,M80
André Sardet,O Azul do Céu,Artist Male,PT,1996,1990,,12-7-2021,16:45,16,Playlist,1,M80
Lighthouse Family,I wish i knew how it would to be free/one,Band,EN,2001,2000,,12-7-2021,16:50,16,Playlist,1,M80
Train,"Hey, Soul Sister",Band,EN,2009,2000,,12-7-2021,16:53,16,Playlist,1,M80
Irene Cara,Fame,Artist Female,EN,1980,1980,,12-7-2021,16:57,16,Playlist,1,M80
Vanessa da Mata ft. Ben Harper,"Boa sorte, good luck",Colab,PT,2007,2000,20157422,12-7-2021,17:08,17,Regresso a Casa,1,M80
Roxette,Spending My Time,Band,EN,1991,1990,,12-7-2021,17:12,17,Regresso a Casa,1,M80
Bon Jovi,Livin' on a Prayer,Band,EN,1986,1980,,12-7-2021,17:16,17,Regresso a Casa,1,M80
GNR,Popless,Band,PT,2000,2000,362179,12-7-2021,17:24,17,Regresso a Casa,1,M80
REM,Shiny Happy People,Band,EN,1991,1990,,12-7-2021,17:27,17,Regresso a Casa,1,M80
John Mellencamp,Hurts so Good,Artist Male,EN,1982,1980,26389312,12-7-2021,17:32,17,Regresso a Casa,1,M80
D'ZRT,Para Mim Tanto Faz,Band,PT,2005,2000,,12-7-2021,17:37,17,Regresso a Casa,1,M80
Melanie C,First Day of My Life,Artist Female,EN,2005,2000,,12-7-2021,17:41,17,Regresso a Casa,1,M80
Chris Rea,The Road to Hell,Artist Male,EN,1989,1980,,12-7-2021,17:44,17,Regresso a Casa,1,M80
Status Quo,Whatever You Want,Band,EN,1979,1970,,12-7-2021,17:51,17,Regresso a Casa,1,M80
João Pedro Pais,Um Resto de Tudo,Artist Male,PT,2002,2000,397651,12-7-2021,17:55,17,Regresso a Casa,1,M80
Feargal Sharkey,A Good Heart,Artist Male,EN,1985,1980,,12-7-2021,17:58,17,Regresso a Casa,1,M80
Rádio Macau,O Anzol,Band,PT,1989,1980,,12-7-2021,18:09,18,Regresso a Casa,1,M80
Cliff Richard,Dreamin',Artist Male,EN,1980,1980,,12-7-2021,18:13,18,Regresso a Casa,1,M80
Time Bandits,Endless Road,Band,EN,1985,1980,,12-7-2021,18:16,18,Regresso a Casa,1,M80
Red Box,Lean on Me (Ah-Li-Ayo),Band,EN,1986,1980,,12-7-2021,18:28,18,Regresso a Casa,1,M80
Then Jerico,Big Area,Band,EN,1989,1980,,12-7-2021,18:32,18,Regresso a Casa,1,M80
Heróis do Mar,Paixão,Band,PT,1983,1980,165946,12-7-2021,18:38,18,Regresso a Casa,1,M80
Belinda Carlisle,Leave a Light On,Artist Female,EN,1989,1980,,12-7-2021,18:43,18,Regresso a Casa,1,M80
Yazoo,Don't Go,Band,EN,1982,1980,,12-7-2021,18:47,18,Regresso a Casa,1,M80
Bruce Hornsby,The Way It Is,Artist Male,EN,1986,1980,,12-7-2021,18:55,18,Regresso a Casa,1,M80
Whitesnake,Here I Go Again,Band,EN,1982,1980,,12-7-2021,18:57,18,Regresso a Casa,1,M80
Xutos & Pontapés,Circo de Feras,Band,PT,1987,1980,,12-7-2021,19:08,19,Regresso a Casa,1,M80
Christina Aguilera,Lady Marmalade,Artist Female,EN,2001,2000,402700709,12-7-2021,19:13,19,Regresso a Casa,1,M80
Bruce Springsteen,Born in the USA,Artist Male,EN,1984,1980,,12-7-2021,19:17,19,Regresso a Casa,1,M80
Delfins,1 só Céu,Band,PT,1988,1980,,12-7-2021,19:23,19,Regresso a Casa,1,M80
Scorpions,Wind of Change,Band,EN,1990,1990,,12-7-2021,19:27,19,Regresso a Casa,1,M80
The Pretenders,Don't Get Me Wrong,Band,EN,1986,1980,,12-7-2021,19:31,19,Regresso a Casa,1,M80
